"nomor_rencana_produksi";"id_user";"keterangan";"tanggal_rencana";"tanggal_input";"status";"created_at";"created_by";"updated_at";"updated_by"
"WOS2111-0032";"3";NULL;"2021-11-23";"2021-11-24";"1";"2021-11-24 08:04:28";"3";"2021-11-24 08:04:28";"3"
"WOS2111-0033";"3";NULL;"2021-11-24";"2021-11-24";"1";"2021-11-24 08:12:59";"3";"2021-11-24 08:12:59";"3"
"WOS2111-0034";"3";NULL;"2021-11-25";"2021-11-24";"1";"2021-11-24 15:19:34";"3";"2021-11-24 15:19:34";"3"
"WOS2111-0035";"3";NULL;"2021-11-26";"2021-11-25";"1";"2021-11-25 15:53:35";"3";"2021-11-25 15:53:35";"3"
"WOS2111-0036";"3";NULL;"2021-11-27";"2021-11-26";"1";"2021-11-26 14:58:26";"3";"2021-11-26 14:58:26";"3"
"WOS2111-0037";"3";NULL;"2021-11-29";"2021-11-27";"1";"2021-11-27 14:11:00";"3";"2021-11-27 14:11:00";"3"
"WOS2111-0038";"3";NULL;"2021-11-30";"2021-11-29";"1";"2021-11-29 14:36:09";"3";"2021-11-29 14:37:58";"3"
"WOS2111-0039";"3";NULL;"2021-12-01";"2021-11-30";"1";"2021-11-30 15:32:13";"3";"2021-11-30 15:32:13";"3"
"WOS2112-0001";"3";NULL;"2021-12-02";"2021-12-01";"1";"2021-12-01 14:53:19";"3";"2021-12-01 14:53:19";"3"
"WOS2112-0002";"3";NULL;"2021-12-03";"2021-12-02";"1";"2021-12-02 14:41:07";"3";"2021-12-02 14:41:54";"3"
"WOS2112-0003";"3";NULL;"2021-12-04";"2021-12-03";"1";"2021-12-03 14:18:54";"3";"2021-12-03 14:20:16";"3"
"WOS2112-0004";"3";NULL;"2021-12-06";"2021-12-04";"1";"2021-12-04 14:52:48";"3";"2021-12-04 14:52:48";"3"
"WOS2112-0005";"3";NULL;"2021-12-07";"2021-12-06";"1";"2021-12-06 15:34:20";"3";"2021-12-06 15:34:20";"3"
"WOS2112-0006";"3";NULL;"2021-12-08";"2021-12-07";"1";"2021-12-07 14:27:17";"3";"2021-12-07 14:27:17";"3"
"WOS2112-0007";"3";NULL;"2021-12-09";"2021-12-08";"1";"2021-12-08 14:39:49";"3";"2021-12-08 14:39:49";"3"
"WOS2112-0008";"3";NULL;"2021-12-10";"2021-12-09";"1";"2021-12-09 14:04:35";"3";"2021-12-09 14:04:35";"3"
"WOS2112-0009";"3";NULL;"2021-12-11";"2021-12-10";"1";"2021-12-10 15:31:44";"3";"2021-12-10 15:31:44";"3"
"WOS2112-0010";"3";NULL;"2021-12-13";"2021-12-13";"1";"2021-12-13 08:29:27";"3";"2021-12-13 08:31:43";"3"
"WOS2112-0011";"3";NULL;"2021-12-14";"2021-12-13";"1";"2021-12-13 14:43:30";"3";"2021-12-13 14:43:30";"3"
"WOS2112-0012";"3";NULL;"2021-12-15";"2021-12-14";"1";"2021-12-14 15:49:23";"3";"2021-12-14 15:49:23";"3"
"WOS2112-0013";"3";NULL;"2021-12-16";"2021-12-15";"1";"2021-12-15 15:40:55";"3";"2021-12-15 15:40:55";"3"
"WOS2112-0014";"3";NULL;"2021-12-17";"2021-12-16";"1";"2021-12-16 13:58:37";"3";"2021-12-16 13:58:37";"3"
"WOS2112-0015";"3";NULL;"2021-12-18";"2021-12-18";"1";"2021-12-18 08:37:42";"3";"2021-12-18 08:37:42";"3"
"WOS2112-0016";"3";NULL;"2021-12-20";"2021-12-20";"1";"2021-12-20 08:26:09";"3";"2021-12-20 08:26:09";"3"
"WOS2112-0017";"3";NULL;"2021-12-21";"2021-12-20";"1";"2021-12-20 15:44:59";"3";"2021-12-20 15:44:59";"3"
"WOS2112-0018";"3";NULL;"2021-12-22";"2021-12-21";"1";"2021-12-21 15:59:58";"3";"2021-12-21 15:59:58";"3"
"WOS2112-0019";"3";NULL;"2021-12-23";"2021-12-22";"1";"2021-12-22 15:57:36";"3";"2021-12-22 15:57:36";"3"
"WOS2112-0020";"3";NULL;"2021-12-24";"2021-12-23";"1";"2021-12-23 15:04:06";"3";"2021-12-23 15:05:49";"3"
"WOS2112-0021";"3";NULL;"2021-12-26";"2021-12-24";"1";"2021-12-24 13:30:52";"3";"2021-12-24 13:30:52";"3"
"WOS2112-0022";"3";NULL;"2021-12-27";"2021-12-24";"1";"2021-12-24 13:31:53";"3";"2021-12-24 13:31:53";"3"
"WOS2112-0023";"3";NULL;"2021-12-28";"2021-12-27";"1";"2021-12-27 15:17:51";"3";"2021-12-27 15:19:00";"3"
"WOS2112-0024";"3";NULL;"2021-12-29";"2021-12-28";"1";"2021-12-28 14:48:03";"3";"2021-12-28 14:48:03";"3"
"WOS2112-0025";"3";NULL;"2021-12-30";"2021-12-29";"1";"2021-12-29 15:18:20";"3";"2021-12-29 15:18:20";"3"
"WOS2201-0001";"3";NULL;"2022-01-03";"2022-01-03";"1";"2022-01-03 13:54:52";"3";"2022-01-03 13:54:52";"3"
"WOS2201-0002";"3";NULL;"2022-01-04";"2022-01-04";"1";"2022-01-04 08:02:27";"3";"2022-01-04 08:02:27";"3"
"WOS2201-0003";"3";NULL;"2022-01-05";"2022-01-05";"1";"2022-01-05 07:32:55";"3";"2022-01-05 07:32:55";"3"
"WOS2201-0004";"3";NULL;"2022-01-06";"2022-01-06";"1";"2022-01-06 15:04:47";"3";"2022-01-06 15:04:47";"3"
"WOS2201-0005";"3";NULL;"2022-01-07";"2022-01-06";"1";"2022-01-06 15:23:32";"3";"2022-01-06 15:23:32";"3"
"WOS2201-0006";"3";NULL;"2022-01-10";"2022-01-10";"1";"2022-01-10 09:07:05";"3";"2022-01-10 09:07:05";"3"
"WOS2201-0007";"3";NULL;"2022-01-11";"2022-01-11";"1";"2022-01-11 07:46:52";"3";"2022-01-11 07:46:52";"3"
"WOS2201-0008";"3";NULL;"2022-01-12";"2022-01-11";"1";"2022-01-11 13:23:02";"3";"2022-01-11 13:23:02";"3"
"WOS2201-0009";"3";NULL;"2022-01-13";"2022-01-12";"1";"2022-01-12 13:38:40";"3";"2022-01-12 13:38:40";"3"
"WOS2201-0010";"3";NULL;"2022-01-14";"2022-01-13";"1";"2022-01-13 13:58:51";"3";"2022-01-13 13:58:51";"3"
"WOS2201-0011";"3";NULL;"2022-01-15";"2022-01-14";"1";"2022-01-14 14:19:59";"3";"2022-01-14 14:19:59";"3"
"WOS2201-0012";"3";NULL;"2022-01-17";"2022-01-15";"1";"2022-01-15 14:52:19";"3";"2022-01-15 14:52:19";"3"
"WOS2201-0013";"3";NULL;"2022-01-18";"2022-01-17";"1";"2022-01-17 13:44:28";"3";"2022-01-17 13:44:28";"3"
"WOS2201-0014";"3";NULL;"2022-01-19";"2022-01-18";"1";"2022-01-18 13:34:42";"3";"2022-01-18 13:34:42";"3"
"WOS2201-0015";"3";NULL;"2022-01-20";"2022-01-19";"1";"2022-01-19 16:05:41";"3";"2022-01-19 16:06:58";"3"
"WOS2201-0016";"3";NULL;"2022-01-21";"2022-01-20";"1";"2022-01-20 14:57:11";"3";"2022-01-20 14:57:11";"3"
"WOS2201-0017";"3";NULL;"2022-01-22";"2022-01-22";"1";"2022-01-22 08:59:20";"3";"2022-01-22 08:59:47";"3"
"WOS2201-0018";"3";NULL;"2022-01-22";"2022-01-22";"1";"2022-01-22 08:59:20";"3";"2022-01-22 08:59:20";"3"
"WOS2201-0019";"3";NULL;"2022-01-24";"2022-01-22";"1";"2022-01-22 11:15:01";"3";"2022-01-22 11:15:01";"3"
"WOS2201-0020";"3";NULL;"2022-01-25";"2022-01-25";"1";"2022-01-25 09:02:27";"3";"2022-01-25 09:02:27";"3"
"WOS2201-0021";"3";NULL;"2022-01-26";"2022-01-25";"1";"2022-01-25 11:21:00";"3";"2022-01-25 11:21:00";"3"
"WOS2201-0022";"3";NULL;"2022-01-27";"2022-01-26";"1";"2022-01-26 11:47:51";"3";"2022-01-26 11:47:51";"3"
"WOS2201-0023";"3";NULL;"2022-01-28";"2022-01-27";"1";"2022-01-27 13:53:14";"3";"2022-01-27 13:53:14";"3"
"WOS2201-0024";"3";NULL;"2022-01-29";"2022-01-29";"1";"2022-01-29 09:01:12";"3";"2022-01-29 09:01:12";"3"
"WOS2201-0025";"3";NULL;"2022-01-31";"2022-01-29";"1";"2022-01-29 11:05:54";"3";"2022-01-29 11:05:54";"3"
"WOS2201-0026";"3";NULL;"2022-02-02";"2022-01-31";"1";"2022-01-31 10:57:53";"3";"2022-01-31 10:57:53";"3"
"WOS2202-0001";"3";NULL;"2022-02-03";"2022-02-03";"1";"2022-02-03 10:21:23";"3";"2022-02-03 10:21:23";"3"
