"nomor_order_receipt";"nomor_po";"tanggal_order";"custid";"status_order";"order_created_by";"tanggal_sp";"tanggal_do";"sales_val_do";"tanggal_receive";"cust_receive";"keterangan_order";"keterangan_sp";"keterangan_do";"keterangan_receive";"several_address"
"ORD2210-0043";"-";"2022-10-10";"TMACENT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0044";"-";"2022-10-10";"TSDUNIT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0045";"-";"2022-10-10";"TJRTIMUR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0046";"PO2210100001";"2022-10-10";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0047";"PO2210100002";"2022-10-10";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0048";"PO2210100003";"2022-10-10";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0049";"BB-ZK/201/X/2022";"2022-10-10";"TSDGREAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0050";"00005/SNA X/2022";"2022-10-10";"TGMSURNU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0051";"22100011";"2022-10-11";"TSDGLOMIT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0052";"-";"2022-10-11";"TSDDELTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0053";"-";"2022-10-11";"TSBANAK";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0054";"-";"2022-10-11";"TBJSITI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0055";"20/X/XXII";"2022-10-11";"TSBMANDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0056";"371/PS/X/2022";"2022-10-12";"TSDHISAM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0057";"4001154917";"2022-10-12";"BTGNIKO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0058";"140/PO/BISMA/X/2022";"2022-10-12";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0059";"-";"2022-10-12";"BTGRUIJING";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0060";"PO2210120001";"2022-10-12";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0061";"221484";"2022-10-12";"BJTDANA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0062";"PO/2022/0213";"2022-10-12";"TSDFIDES";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0063";"-";"2022-10-13";"TSBDJOKO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0064";"-";"2022-10-13";"TSDSATRIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0065";"0062/10/L/22";"2022-10-14";"TMLMATRIX";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0066";"22.10.111/AKPS-DSGM-REV";"2022-10-14";"BJTANTAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0067";"01/DSGM/SF/X/22";"2022-10-14";"TBGMISWA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0068";"287";"2022-10-14";"TLMBUNGATANI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0069";"-";"2022-10-14";"BTGSOLAI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0070";"00008/SNA X/2022";"2022-10-14";"TGMSURNU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0071";"-";"2022-10-14";"TSMMAKMU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0072";"143/PO/BISMA/X/2022";"2022-10-17";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0073";"PO001/A/010/2022";"2022-10-17";"TSDARTHA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0074";"PO2210170001";"2022-10-17";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0075";"00009/SNA X/2022";"2022-10-17";"TGMSURNU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0076";"-";"2022-10-17";"TBJKONST";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0077";"157.KPJ.X.2022";"2022-10-18";"BTGKENTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0078";"PO2210180002";"2022-10-18";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0079";"PO2210180003";"2022-10-18";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0080";"PO2210180004";"2022-10-18";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0081";"PO2210190002";"2022-10-19";"TMJGOLDEN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0082";"POL-2210-00682-1";"2022-10-19";"TSBIPRIM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0083";"-";"2022-10-19";"BTGTJIAI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0084";"-";"2022-10-20";"TKDHALIR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0085";"81/4/SWG-PO/X-2022";"2022-10-20";"TSDSEWAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0086";"39/BFNM/X/LBK/2022";"2022-10-20";"TDPBALIFO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0087";"056/AFM/DSGM/X/2022";"2022-10-21";"BJUARFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0088";"-";"2022-10-21";"BTMNURSAMSI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0089";"-";"2022-10-21";"TSKAFAJAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0090";"-";"2022-10-21";"TBYKUAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0091";"-";"2022-10-21";"TLMELLA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0092";"-";"2022-10-21";"TPSMAKMUR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0093";"PO2210230002";"2022-10-24";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0094";"PO2210230003";"2022-10-24";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0095";"PO2210230004";"2022-10-24";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0096";"PO-10-2022-270";"2022-10-24";"TLMALBASIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0097";"PO-10-2022-271";"2022-10-24";"TLMALBASIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0098";"PO-10-2022-272";"2022-10-24";"TLMALBASIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0099";"7742";"2022-10-24";"BJTMOWIL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0100";"-";"2022-10-25";"TPRTUJUH";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0101";"-";"2022-10-25";"TSDBINMUL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0102";"-";"2022-10-25";"TSDSUKO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0103";"-";"2022-10-25";"TBKRAHMAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0104";"PO2210220002";"2022-10-25";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0105";"157/PO/BISMA/X/2022";"2022-10-25";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0106";"0285/10/L/22";"2022-10-26";"TMLMATRIX";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0107";"00020/SNA X/2022";"2022-10-26";"TGMSURNU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0108";"159/PI/BISMA/X/2022";"2022-10-27";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0109";"-";"2022-10-27";"TKDSANPUR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0110";"2210000260";"2022-10-27";"TMLHIGHPER";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0111";"021/RPP-SBY/X/2022";"2022-10-27";"BBKRIMAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0112";"431/MPI/X/2022";"2022-10-28";"TSDMUPRI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0113";"-";"2022-10-28";"TSDSATRIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0114";"456/X/SSA-2/2022/S";"2022-10-28";"TPSPTSAKARI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0115";"-";"2022-10-28";"BTGRUIJING";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0116";"-";"2022-10-28";"TBYKUAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0117";"-";"2022-10-31";"TSBJANG";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0118";"0360/10/L/22";"2022-10-31";"TMLMATRIX";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2210-0119";"378/PO/LKAS/X/2022";"2022-10-31";"TJBLAUTAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0001";"024/POD/XI/22";"2022-11-01";"TSDDWIAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0002";"PO2211010001";"2022-11-01";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0003";"-";"2022-11-01";"TPBBINUS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0004";"-";"2022-11-01";"TSBSSUTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0005";"01/SLA/XI/22";"2022-11-01";"TSBSUMLE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0006";"-";"2022-11-02";"TSDYUNITA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0007";"00006/SNA XI/2022";"2022-11-02";"TGMSURNU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0008";"164/PO/BISMA/XI/2022";"2022-11-02";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0009";"-";"2022-11-02";"TNGSUPAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0010";"-";"2022-11-02";"TSBCAK";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0011";"-";"2022-11-03";"TBKRAHMAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0012";"-";"2022-11-03";"TSBSUMBER";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0013";"166/PO/BISMA/XI/2022";"2022-11-03";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0014";"-";"2022-11-03";"TBJKONST";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0015";"-";"2022-11-03";"TPSSYAMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0016";"-";"2022-11-03";"BSKAGUS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0017";"-";"2022-11-03";"BSKASEP";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0018";"-";"2022-11-03";"BBGCANWI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0019";"-";"2022-11-03";"BSKSUHENDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0020";"BHN/64/X/22";"2022-11-03";"TSBSSUTA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0021";"-";"2022-11-04";"TSDSUKO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0022";"-";"2022-11-04";"TKDMURYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0023";"-";"2022-11-04";"TSDSATRIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0024";"2210  28";"2022-11-04";"TSDSUNMO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0025";"-";"2022-11-04";"TSBNIAGA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0026";"-";"2022-11-04";"TKDPUTRA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0027";"-";"2022-11-04";"TSBBENYA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0028";"077/PO/IMJ/XI/2022";"2022-11-04";"TSBINDOMEGA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0029";"LS003/SJ/DSGM/XI/22";"2022-11-04";"TSDLIGSO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0030";"2022076";"2022-11-04";"TSDCOIN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0031";"177/PO/BISMA/XI/2022";"2022-11-05";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0032";"-";"2022-11-05";"TBYKUAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0033";"-";"2022-11-07";"TSBOLOAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0034";"PO2211-0396";"2022-11-07";"TSDLIGHT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0035";"-";"2022-11-07";"TSKAFAJAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0036";"-";"2022-11-07";"TSDMARTINA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0037";"063/RPP-SBY/XI/2022";"2022-11-07";"BBKRIMAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0038";"-";"2022-11-08";"TKDSANPUR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0039";"-";"2022-11-08";"BPKBAMSU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0040";"-";"2022-11-08";"TSDBINMUL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0041";"-";"2022-11-08";"TBKRAHMAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0042";"01/PU/XI/22";"2022-11-08";"TSDRHINO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0043";"183/PO/BISMA/XI/2022";"2022-11-08";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0044";"PO2211080001";"2022-11-08";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0045";"-";"2022-11-08";"TNGALFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0046";"221558";"2022-11-08";"BJTDANA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0047";"00010/SNA XI/2022";"2022-11-08";"TGMSURNU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0048";"185/PO/BOISMA/XI/2022";"2022-11-09";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0049";"PO2211090003";"2022-11-09";"TMJGOLDEN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0050";"-";"2022-11-10";"TBJBUDIONO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0051";"-";"2022-11-10";"TSDSATRIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0052";"195/PO/BISMA/XI/2022";"2022-11-10";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0053";"-";"2022-11-10";"TGRBAJA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0054";"-";"2022-11-10";"TPCBAMBA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0055";"23/SR-PB/11/22";"2022-11-10";"TSBSUMRU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0056";"0033/11/L/22";"2022-11-11";"TMLMATRIX";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0057";"00012/SNA XI/2022";"2022-11-11";"TGMSURNU";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0058";"072/RPP-SBY/XI/2022";"2022-11-11";"BBKRIMAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0059";"027/POD/XI/22";"2022-11-11";"TSDDWIAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0060";"-";"2022-11-11";"TBKRAHMAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0061";"2022078";"2022-11-12";"TSDCOIN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0062";"-";"2022-11-12";"TMLTRITO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0063";"-";"2022-11-12";"BTMNURSAMSI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0064";"-";"2022-11-12";"BTGSOLAI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0065";"200/PO/BISMA/XI/2022";"2022-11-12";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0066";"201/PO/BISMA/XI/2022";"2022-11-12";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0067";"202/PO/BISMA/XI/2022";"2022-11-12";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0068";"203/PO/BISMA/XI/2022";"2022-11-12";"TSBBISMA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0069";"-";"2022-11-12";"TPRTUJUH";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0070";"-";"2022-11-14";"TSBANAK";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0071";"0086/11/L/22";"2022-11-14";"TMLMATRIX";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0072";"-";"2022-11-14";"TKDHALIR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0073";"-";"2022-11-14";"BBKIMRON";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0074";"-";"2022-11-14";"TSDSRIRA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0075";"POL-2211-00415-1";"2022-11-15";"TSBIPRIM";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0076";"057/AFM/DSGM/XI/2022";"2022-11-15";"BJUARFA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0077";"-";"2022-11-15";"TGRKASPA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0078";"PO2211140002";"2022-11-15";"TSBPERDA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0079";"PO2211150002";"2022-11-15";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0080";"PO2211150001";"2022-11-15";"TKRKARET";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0081";"-";"2022-11-15";"TNGSUPAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0082";"-";"2022-11-15";"TPBBINUS";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0083";"-";"2022-11-16";"TBKRAHMAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0084";"-";"2022-11-16";"TSDSUKO";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0085";"195/XI/SSA-2/2022/S";"2022-11-16";"TPSPTSAKARI";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0086";"190022918";"2022-11-16";"TSBSIBAEL";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0087";"-";"2022-11-16";"TSKAFAJAR";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0088";"-";"2022-11-17";"TNGSUPAN";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0089";"BB-ZK/227/XI/2022";"2022-11-17";"TSDGREAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0090";"PO0189-2022";"2022-11-17";"BTGBAHTE";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0091";"-";"2022-11-17";"BTGRUIJING";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0092";"-";"2022-11-18";"TSDHERA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0093";"-";"2022-11-18";"TSDSATRIA";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"ORD2211-0094";"-";"2022-11-18";"TBKRAHMAT";"2";"2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
